Категория,Навык,Количество,Всего вакансий,100
тестирование,тестирование,13
тестирование,pytest,7
тестирование,unittest,1
библиотеки,pandas,4
библиотеки,aiogram,2
библиотеки,tensorflow,1
фреймворки,django,21
фреймворки,fastapi,17
фреймворки,cherrypy,1
виртуализация/контейнеаризация,docker,30
виртуализация/контейнеаризация,kubernetes,9
основы языка,ооп,6
основы языка,функции,1
