Категория,Навык,Количество,Всего вакансий,50
виртуализация/контейнеаризация,docker,25
виртуализация/контейнеаризация,kubernetes,21
виртуализация/контейнеаризация,виртуализация,2
тестирование,тестирование,15
тестирование,pytest,2
тестирование,unittest,1
фреймворки,fastapi,5
фреймворки,django,3
основы языка,ооп,3
библиотеки,matplotlib,1
библиотеки,pandas,1
библиотеки,tensorflow,1
библиотеки,opencv,1
