Категория,Навык,Количество,Всего вакансий,100
фреймворки,django,33
фреймворки,fastapi,32
фреймворки,cherrypy,1
тестирование,тестирование,22
тестирование,pytest,15
тестирование,unittest,3
виртуализация/контейнеаризация,docker,62
виртуализация/контейнеаризация,kubernetes,16
основы языка,ооп,11
основы языка,функции,4
библиотеки,pandas,8
библиотеки,tensorflow,4
библиотеки,aiogram,3
библиотеки,matplotlib,2
