тестирование
тестирование,20
pytest,16
unittest,2
фреймворки
django,34
fastapi,29
cherrypy,1
виртуализация/контейнеаризация
docker,51
kubernetes,16
библиотеки
pandas,9
aiogram,7
tensorflow,3
matplotlib,2
основы языка
ооп,8
функции,1
